karma,networkExp,bedwars_beds,bedwars_bedwars_challenger,bedwars_bedwars_killer,bedwars_collectors_edition,bedwars_level,bedwars_loot_box,bedwars_slumber_ticket_master,bedwars_wins,challenges,all_timeBEDWARS__defensive,BEDWARS__offensive,BEDWARS__support,Bedwars_openedChests,Experience,_items_purchased_bedwars,beds_broken_bedwars,beds_lost_bedwars,coins,deaths_bedwars,diamond_resources_collected_bedwars,emerald_resources_collected_bedwars,fall_deaths_bedwars,fall_final_deaths_bedwars,fall_final_kills_bedwars,fall_kills_bedwars,final_deaths_bedwars,final_kills_bedwars,games_played_bedwars,games_played_bedwars_1,kills_bedwars,losses_bedwars,void_deaths_bedwars,void_final_deaths_bedwars,void_final_kills_bedwars,void_kills_bedwars,wins_bedwars,Cheat
10,421511.0,31,0,190,696,23,27,0,66,0,0,1,63,80,104518,6384,31,496,41704,1694,2304,492,34,10,2,12,540,106,616,616,764,546,932,198,37,265,66,0
1320,557444.0,80,0,304,160,14,17,0,21,0,0,14,43,51,59336,6195,80,264,44313,739,1496,365,17,7,4,12,260,157,293,366,692,247,385,88,36,239,21,0
0,157982.0,5,0,11,9,3,0,0,1,0,0,1,3,0,4080,387,5,25,833,42,83,54,0,0,0,0,26,11,31,31,32,30,20,10,1,8,1,0
0,46412,28,0,78,2,4,1,0,9,0,0,10,2,0,3569,680,28,14,926,35,78,55,0,0,3,1,19,77,30,30,50,20,15,6,12,13,8,0
5,24378.0,14,0,65,1,2,2,0,15,0,0,3,1,6,2753,362,14,2,754,12,41,6,0,0,3,2,3,65,18,18,34,3,5,1,12,16,15,0
0,30873,12,0,40,3,2,1,0,8,0,0,3,1,3,1935,209,12,1,498,2,17,3,0,0,0,1,0,40,8,9,14,0,2,0,6,5,8,0
23152501,91572402.0,13110,30,43828,25548,1215,1280,117648,10704,0,0,2505,982,3813,5907406,387577,13066,5411,2555886,59445,41915,24554,2296,169,940,1783,4430,31078,14882,16697,34038,4134,28991,1786,11444,18553,10689,0
47020,438049.0,86,0,366,94,8,0,0,43,0,0,23,26,0,29812,3125,86,60,11205,208,726,489,3,1,3,16,62,245,110,117,426,64,108,27,60,163,42,0
4035,619378.0,50,0,274,287,13,14,0,30,0,0,8,26,42,54249,6137,50,245,39693,483,826,220,15,9,4,18,261,170,294,316,621,263,241,82,31,189,30,0
13095,1575138.0,71,0,215,39,10,9,0,28,0,0,16,38,27,38740,3442,71,117,33452,440,1116,627,14,3,1,1,117,121,152,158,222,118,211,46,44,110,28,0
4060,1423398.0,211,0,706,373,17,8,0,112,0,0,44,59,24,76253,7858,211,216,38259,1087,1846,483,33,6,10,30,204,354,327,412,1032,200,579,81,114,455,112,0
4230,4718232,361,0,1141,223,12,11,0,317,0,0,78,15,33,47628,9105,360,17,65230,432,480,94,17,0,26,50,5,1141,321,322,615,5,165,0,241,212,316,0
19645,5024419.0,2342,2,7831,962,45,0,0,1115,0,0,496,88,0,215414,37952,2311,144,332244,1395,3899,1071,51,5,105,211,49,5413,1154,1160,3800,39,527,4,1651,1489,1114,0
9095,2859918.0,238,0,1368,48,32,29,0,203,0,0,57,146,85,150106,10811,237,301,125007,2346,4087,2260,36,8,19,102,291,794,503,503,3798,291,1438,142,188,1538,203,0
20600,86900,66,0,232,1,3,1,0,25,0,0,14,6,0,4674,1115,66,9,2075,28,177,52,0,0,4,3,11,232,33,33,74,8,10,0,30,11,24,0
440,200824.0,20,0,62,53,5,6,0,4,0,0,3,7,18,14811,1172,20,73,13411,109,343,11,1,1,0,2,85,54,90,90,124,86,51,18,12,28,4,0
0,48691,94,0,353,47,4,0,0,33,0,0,12,0,0,5550,1252,94,11,2650,28,86,9,0,0,3,1,4,353,36,36,131,4,17,0,35,20,32,0
0,11909,7,0,29,4,1,0,0,3,0,0,2,1,0,1300,218,7,2,278,7,30,11,0,0,1,2,2,29,5,5,17,2,3,0,1,1,3,0
0,143456,50,0,131,0,3,0,0,9,0,0,14,2,0,3785,838,50,18,2346,41,72,22,3,2,3,2,24,131,31,31,44,22,12,3,25,8,9,0
2728940,18556075.0,2561,30,5071,4235,178,268,0,550,0,0,500,354,798,866270,94532,2554,3410,93541,12341,12011,9078,442,121,75,245,3362,2606,4224,4405,6565,3550,6475,1180,1056,3445,549,0
8490,274406,73,0,313,29,11,14,0,84,0,0,14,26,37,45527,4286,73,121,87481,775,917,539,13,2,3,11,123,170,222,222,540,130,486,64,37,200,84,0
510150,1456075,609,0,2037,454,36,0,0,832,0,0,107,39,0,167291,19663,607,202,199274,1866,1484,1045,50,3,45,154,163,1960,994,996,2055,162,787,63,539,819,831,0
0,122478,197,0,1365,103,10,0,0,427,0,0,15,7,0,39187,4612,197,10,19046,471,191,43,13,0,14,75,5,802,431,433,876,5,218,0,179,413,426,0
50,326377.0,17,0,61,42,9,6,0,28,0,0,3,12,16,36358,2719,17,123,24529,246,412,156,1,1,2,6,159,51,194,205,155,158,97,40,6,48,28,0
86050,72933,24,0,108,56,6,0,0,44,0,0,4,1,0,19920,2814,24,53,9929,389,98,28,17,3,1,15,73,78,120,120,215,75,186,16,21,85,43,0
5,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,523019.0,223,0,753,140,13,11,0,71,0,0,39,41,30,53013,7348,221,254,15594,528,1232,762,13,8,12,19,273,678,357,357,645,282,295,87,92,171,71,0
0,18700,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19065,14,0,54,2,1,0,0,5,0,0,5,0,0,650,152,14,1,390,4,14,3,0,0,0,0,0,57,5,5,8,0,3,0,9,2,5,0
0,6132,1,0,1,0,1,0,0,0,0,0,0,0,0,550,20,1,0,18,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
85,263962.0,128,0,206,204,25,14,0,53,0,0,12,30,3,114792,6551,126,623,50364,1651,1794,1030,15,12,3,13,642,188,733,733,686,670,971,218,46,362,52,0
165,82941,45,0,163,1,2,0,0,17,0,0,13,0,0,2761,685,45,7,6432,16,30,7,1,0,1,0,7,163,23,23,39,7,8,2,15,3,16,0
165,419167.0,79,0,327,130,12,0,0,51,0,0,15,47,0,50387,4443,79,175,41071,696,1103,454,21,2,4,16,179,172,248,261,511,187,375,63,66,177,51,0
2135,230420.0,24,1,136,205,8,5,0,33,0,0,4,7,15,29271,2113,24,117,10074,629,246,66,16,4,0,13,118,70,170,171,339,127,377,30,27,164,33,0
5,7197.0,4,0,9,4,1,0,0,1,0,0,1,1,0,800,41,4,1,116,1,11,0,0,0,0,0,1,8,2,2,4,1,0,0,2,0,1,0
6015,129998.0,16,0,59,178,6,6,0,8,0,0,0,18,15,21696,1534,16,103,4791,348,526,88,9,2,0,3,105,31,119,119,164,111,208,52,11,79,8,0
0,34856,26,0,33,3,2,0,0,5,0,0,7,0,0,1800,228,26,2,514,11,6,1,0,0,0,1,2,33,10,10,31,5,6,1,4,6,5,0
0,41701,32,0,100,1,2,0,0,11,0,0,11,0,0,2075,322,32,0,10832,27,6,1,0,0,2,1,7,100,18,18,30,8,17,0,9,9,10,0
0,3700,3,0,2,0,0,0,0,0,0,0,1,0,0,75,19,3,0,40,2,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0
0,9069,0,0,0,0,1,0,0,0,0,0,0,0,0,575,7,0,1,12,2,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0
180,401691.0,38,0,160,205,11,0,0,34,0,0,3,43,0,46853,2690,38,123,22077,694,1623,944,8,3,0,11,125,89,164,179,413,128,373,70,34,212,34,0
80,270751.0,121,0,195,253,10,35,0,14,0,0,18,54,105,38650,5517,121,349,64730,734,1551,638,18,7,0,8,358,139,382,382,273,368,493,114,21,87,14,0
0,58073,71,1,205,19,3,0,0,22,0,0,11,1,0,6169,1175,71,15,2623,57,50,20,2,0,2,1,12,205,41,41,56,19,22,3,28,12,22,0
0,34976.0,31,0,122,3,2,0,0,17,0,0,9,0,0,2969,652,31,5,1064,17,3,2,0,0,2,0,6,122,23,23,30,6,13,0,8,5,17,0
0,50301,41,0,138,1,3,0,0,20,0,0,11,2,0,3556,637,41,6,11804,16,56,13,0,0,5,0,6,138,26,26,28,6,3,1,21,5,20,0
0,91292.0,35,0,91,0,3,0,0,7,0,0,9,7,0,3480,754,35,16,11129,45,155,20,1,1,0,2,24,95,35,35,48,27,3,1,17,4,7,0
208075,712441,187,0,757,514,29,2,0,97,0,0,24,21,0,133575,16155,187,1036,62319,3581,950,215,115,32,8,91,1211,466,1332,1333,2263,1233,1992,407,156,1036,97,0
3450,455045,77,2,133,143,10,11,0,24,0,0,19,23,33,37013,5818,77,136,25317,534,734,515,10,10,2,6,143,133,167,167,326,143,297,53,41,179,24,0
0,515915.0,92,0,273,162,13,13,0,30,0,0,16,36,17,56918,4817,92,173,8163,494,1253,492,18,7,3,8,170,155,205,271,535,175,267,49,34,196,30,0
0,7520,7,0,17,0,1,0,0,1,0,0,2,0,0,1150,165,7,2,226,13,0,0,0,0,0,0,10,19,12,12,6,11,2,0,1,0,1,0
0,33957,7,0,17,7,1,0,0,3,0,0,1,0,0,1130,70,7,0,192,2,13,0,0,0,0,0,1,16,3,3,16,1,0,0,4,1,2,0
0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,625,23,0,1,20,1,4,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0
0,33122,29,0,116,2,2,0,0,15,0,0,8,0,0,2461,515,29,6,976,15,13,8,0,0,3,3,6,116,19,19,27,4,10,1,11,6,15,0
0,46289,45,0,104,4,3,0,0,11,0,0,12,0,0,3100,466,45,6,1092,9,4,12,0,0,0,1,6,104,17,17,54,6,5,1,15,12,11,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5226,10,0,52,71,2,0,0,9,0,0,1,0,0,2539,239,10,6,5608,24,3,8,0,0,0,0,5,54,14,14,66,5,15,2,9,8,9,0
0,80595,108,0,405,18,4,0,0,37,0,0,18,2,0,9251,1719,108,17,4174,55,113,37,2,1,3,3,13,405,54,54,107,17,29,3,40,20,37,0
60,65074.0,30,0,80,9,4,1,0,20,0,0,9,1,0,11220,1264,29,34,3999,128,74,48,4,1,0,1,37,81,59,59,97,38,66,19,17,25,20,0
0,18876,15,0,49,2,1,0,0,4,0,0,5,0,0,1150,216,15,3,378,4,10,1,0,0,0,0,4,49,7,7,13,3,2,0,7,2,4,0
0,45960,35,0,144,3,3,0,0,15,0,0,11,1,0,3781,597,35,5,1246,24,84,63,0,0,2,1,8,143,23,23,31,8,15,1,15,7,15,0
0,94,0,0,1,0,1,0,0,0,0,0,0,0,0,575,15,0,1,14,1,0,0,0,0,0,0,2,1,2,2,1,2,0,1,0,0,0,0
4415,101226.0,20,0,61,17,2,0,0,9,0,0,5,0,0,3253,500,19,15,953,36,21,8,0,0,1,1,15,61,26,26,54,17,20,3,4,10,9,0
0,22766,18,0,70,2,2,0,0,6,0,0,6,0,0,2025,357,18,10,608,15,10,8,0,0,1,0,10,70,16,16,35,10,10,6,6,11,6,0
0,7519,6,0,13,1,1,0,0,2,0,0,2,0,0,1075,107,6,8,5176,5,0,0,1,0,0,0,8,12,9,9,7,8,3,2,2,0,1,0
0,169034.0,14,0,79,104,8,0,0,19,0,0,5,33,0,30294,2316,14,154,15962,382,958,195,4,0,1,2,163,69,182,182,134,163,187,60,8,51,18,0
0,13966,0,0,2,155,4,1,0,3,0,0,0,3,0,9898,747,0,37,1470,143,110,69,0,2,0,0,42,1,46,46,27,43,88,14,1,16,3,0
0,15076,4,0,12,1,1,0,0,2,0,0,1,1,0,1075,205,4,4,228,9,18,17,0,0,0,1,5,10,6,6,24,5,3,2,0,2,1,0
0,45881,12,0,54,12,4,0,0,11,0,0,4,6,0,7620,385,12,10,1384,22,207,40,1,0,1,0,9,54,20,20,34,9,13,4,7,9,11,0
227805,322966.0,78,0,244,155,11,6,0,15,0,0,10,19,17,43841,5225,78,310,17020,948,850,523,4,5,0,10,334,139,360,364,616,344,586,123,37,256,15,0
642900,3767671,382,1,1371,273,17,14,0,206,0,0,54,9,42,74607,7755,380,110,65555,835,813,182,23,2,17,32,80,922,281,288,909,75,357,19,261,364,206,0
0,49445,23,0,81,1,2,0,0,9,0,0,8,0,0,1825,281,23,3,891,16,19,8,0,0,0,1,6,83,15,15,25,6,5,0,13,7,9,0
0,31634,15,0,44,7,2,0,0,9,0,0,5,0,0,2889,253,15,5,1306,8,11,5,0,1,0,1,4,44,12,12,27,3,2,2,2,3,9,0
0,190391.0,94,1,251,45,10,0,0,108,0,0,19,6,0,39206,2736,94,20,86613,212,278,141,13,0,7,10,13,251,119,119,277,11,104,3,92,107,108,0
37635,349349.0,124,0,444,250,10,0,0,23,0,0,28,26,0,39279,4289,124,224,18973,698,843,209,15,7,2,13,237,249,259,264,504,236,397,71,75,231,23,0
0,14719,8,0,16,3,1,0,0,3,0,0,2,1,0,1300,149,8,1,260,12,33,0,0,0,1,1,2,16,5,5,21,2,4,0,4,1,3,0
0,48189,18,0,22,12,3,0,0,3,0,0,5,0,0,2825,359,18,10,574,63,8,0,0,0,0,0,29,23,38,38,15,35,36,2,2,3,3,0
113895,730453,411,0,707,162,14,0,0,52,0,0,101,21,0,57405,12821,408,310,46541,1144,757,226,38,13,8,21,353,442,433,465,700,381,656,113,127,284,52,0
10,112686,8,0,7,5,2,0,0,1,0,0,2,2,0,1775,138,8,5,291,22,41,0,0,0,0,0,5,7,7,7,19,6,13,0,2,10,1,0
15,45906,11,0,14,8,3,2,0,3,0,0,3,2,4,4243,346,11,12,1038,45,61,33,0,0,0,0,12,14,22,31,43,19,26,6,2,7,3,0
1000,11113.0,0,0,0,2,1,1,0,0,0,0,0,0,3,1050,63,0,3,10172,6,7,0,0,0,0,0,3,0,3,3,4,3,1,1,0,0,0,0
20,337780,43,0,115,160,10,9,0,31,0,0,9,42,27,38876,4111,43,139,6458,527,1472,521,7,3,0,13,141,115,169,169,583,138,280,50,28,200,31,0
200,271793.0,3,0,11,0,3,3,0,4,0,0,0,7,6,6307,354,3,14,16790,53,140,38,0,2,2,2,14,7,18,18,67,14,35,3,1,38,4,0
0,95924,12,0,28,5,2,3,0,9,0,0,3,0,8,3486,349,12,12,1930,44,29,12,0,0,0,0,11,28,25,25,40,17,20,5,6,13,8,0
3315,645017.0,90,0,292,403,15,2,0,56,0,0,14,28,3,62428,8842,90,352,24459,831,1753,1422,16,6,3,29,348,210,445,447,1005,389,421,129,63,347,56,0
2065,266798.0,152,0,502,188,8,1,0,30,0,0,43,26,0,28775,4433,152,122,64799,446,775,243,4,1,1,11,121,255,159,159,486,129,242,38,64,163,30,0
260,471463.0,14,0,81,39,12,3,0,37,0,0,0,38,6,50289,3049,14,187,88067,388,1383,315,6,1,1,3,186,41,222,231,357,180,219,77,11,154,37,0
0,592,0,0,0,0,1,0,0,0,0,0,0,0,0,1275,22,0,0,218,3,0,0,0,0,0,0,1,0,1,5,4,1,1,0,0,1,0,0
0,7473.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000,0,0,0,136,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
5020,67568.0,8,0,16,0,1,0,0,2,0,0,2,2,0,1225,167,8,5,261,12,35,1,0,0,0,0,5,16,7,7,8,5,4,0,1,3,2,0
45,312900.0,67,0,72,878,9,11,0,24,0,0,9,45,26,35961,3600,67,154,23614,449,1155,201,6,2,1,2,163,39,186,186,82,162,240,58,11,40,24,0
505245,4969302.0,623,2,1549,1818,116,114,0,342,0,0,81,178,338,554290,44042,623,1939,224830,6142,6033,3241,366,60,38,187,2059,949,2473,3158,2713,2130,3256,587,343,1077,342,0
25,64076,2,0,4,2,2,1,0,2,0,0,0,1,3,2220,92,2,5,380,14,33,10,1,0,0,0,8,4,10,11,8,8,6,1,0,4,2,0
7625720,66777465.0,7701,1,22912,4376,459,200,50,2841,0,0,1418,694,599,2230420,226807,7669,4955,1912188,28761,30620,9055,860,141,294,805,4594,12080,7632,7753,21595,4723,16254,1841,4202,9838,2833,0
0,3700,3,0,7,0,1,0,0,0,0,0,1,0,0,675,50,3,2,66,2,0,0,0,0,0,0,3,7,3,3,5,3,1,0,0,1,0,0
0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47071,3,0,4,1,1,0,0,0,0,0,1,0,0,775,60,3,1,10076,6,0,0,0,0,0,0,2,4,2,2,11,2,3,0,1,1,0,0
5,44439,26,0,101,18,3,0,0,12,0,0,8,0,0,3197,363,26,13,1526,27,20,5,1,0,2,2,11,101,24,24,87,10,14,1,20,29,12,0
0,102700,33,0,107,5,3,0,0,18,0,0,8,1,0,3979,748,33,16,17261,36,49,34,0,0,0,5,20,107,38,38,84,19,11,9,12,13,18,0
800,46514,2,0,4,2,1,0,0,0,0,0,1,0,0,550,14,2,0,32,1,3,0,0,0,0,0,1,4,1,1,3,1,0,0,1,1,0,0
0,3700,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610330,61365600.0,2278,1,6985,1849,136,424,108,841,0,0,561,259,1269,658133,54576,2245,870,1260004,4545,7498,2268,158,26,81,196,702,3904,1532,1612,4170,689,2107,236,1142,1715,837,0
25,39768.0,19,0,46,20,3,0,0,6,0,0,7,0,0,4680,522,19,10,11347,58,40,24,0,0,0,0,12,40,18,18,42,12,28,4,10,13,6,0
1795,108563.0,11,0,35,43,5,4,0,11,0,0,2,5,9,13882,1586,11,48,12705,191,179,166,6,1,0,8,55,26,66,69,143,55,92,15,6,42,11,0
6595,1040352.0,319,0,640,163,10,9,0,59,0,0,88,55,27,41587,7163,317,160,127861,501,1587,232,5,2,6,12,141,356,227,228,551,167,302,53,93,187,59,0
0,7723,6,0,11,3,1,0,0,2,0,0,2,0,0,1082,102,6,3,166,3,2,0,0,0,1,0,2,11,3,3,12,1,2,2,1,1,2,0
55,2237,1,0,1,3,1,0,0,0,0,0,0,0,0,729,42,1,2,46,6,0,0,0,0,0,0,4,1,4,4,7,4,2,0,0,2,0,0
0,3729,2,0,1,2,1,0,0,0,0,0,1,0,0,550,13,2,0,26,2,0,0,0,0,0,0,1,1,1,1,3,1,0,0,0,1,0,0
184570,1401492.0,412,0,787,481,26,34,0,131,0,0,102,86,101,114350,18358,408,488,28769,1880,2625,1040,56,13,13,39,479,508,667,689,1164,529,1131,219,125,390,131,0
0,18876,9,0,11,2,1,0,0,2,0,0,2,0,0,1300,132,8,4,222,8,13,2,0,0,0,0,3,11,5,5,16,3,2,0,2,2,2,0
416155,1766664.0,348,0,1283,670,26,27,0,129,0,0,68,48,72,120074,16847,348,583,19551,1383,1738,744,52,14,18,42,562,662,729,730,1629,598,658,203,182,511,129,0
3085,352587.0,5,0,26,10,6,1,0,12,0,0,1,6,0,10481,906,4,64,2395,140,365,58,4,1,0,1,64,25,92,96,45,76,79,33,6,18,12,0
0,65171,2,0,2,1,0,0,0,0,0,0,0,0,0,50,16,2,0,34,1,1,0,0,0,0,0,1,2,1,1,3,1,0,0,2,1,0,0
0,41523,2,0,6,0,1,0,0,1,0,0,1,0,0,1150,54,2,0,188,2,0,3,0,0,1,0,0,6,1,3,5,0,0,0,0,2,1,0
20,113629.0,34,0,88,45,6,0,0,17,0,0,9,12,0,18810,2338,33,79,9824,306,332,238,5,3,1,11,96,73,115,115,161,97,132,19,16,34,17,0
0,16982,9,0,34,0,1,0,0,4,0,0,4,0,0,1050,165,9,1,276,1,5,1,0,0,0,0,0,34,4,4,15,0,1,0,5,2,4,0
0,105221.0,86,0,134,9,4,0,0,30,0,0,20,6,0,8302,1414,84,27,3188,65,152,81,1,0,0,2,28,133,63,64,77,28,25,3,11,9,30,0
5,19261,7,0,28,3,2,0,0,4,0,0,2,1,0,1584,141,7,3,824,5,28,11,0,0,0,1,3,28,7,7,22,3,3,0,2,1,4,0
87250,799219.0,121,0,404,203,13,14,0,53,0,0,19,17,42,53559,6253,121,251,9288,937,819,401,24,2,2,24,256,209,330,337,736,276,429,78,60,287,53,0
244030,1024839.0,134,0,377,292,18,0,0,80,0,0,26,52,0,78037,8359,134,231,63103,1230,1453,1113,51,9,6,19,250,206,330,332,488,250,770,94,73,212,80,0
0,28,4,0,7,4,1,0,0,0,0,0,0,0,0,675,63,4,3,74,9,0,0,0,0,0,0,6,7,8,8,1,8,1,0,3,0,0,0
0,9700,2,0,8,0,1,0,0,0,0,0,0,0,0,725,71,2,4,5068,7,5,0,0,0,0,0,6,8,6,6,5,6,0,0,2,0,0,0
0,6736,4,0,15,0,1,0,0,1,0,0,0,0,0,950,140,4,6,229,6,4,9,1,0,0,0,9,17,10,10,8,7,1,1,0,1,1,0
0,3718,4,0,10,1,1,0,0,1,0,0,1,0,0,930,90,4,3,142,16,0,0,0,0,1,0,12,11,13,13,5,12,1,0,2,1,1,0
0,61940,50,0,179,9,3,0,0,17,0,0,12,4,0,5904,1379,50,41,1850,64,122,15,0,3,3,2,44,179,63,63,99,46,8,6,12,18,17,0
195,53858,33,0,137,3,3,3,0,19,0,0,7,1,9,5046,1052,33,41,1454,63,105,19,3,2,1,1,44,137,60,60,94,41,16,8,14,14,19,0
0,5168,23,0,51,1,3,0,0,8,0,0,1,0,0,4114,795,23,36,934,77,35,6,4,1,0,2,43,51,53,53,33,45,16,4,12,8,8,0
3915,433755.0,58,0,403,395,11,13,0,84,0,0,5,28,38,46044,3593,58,105,49029,599,807,797,12,1,2,17,106,214,199,200,714,112,319,33,61,281,84,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,600,23,1,1,24,3,3,0,0,0,0,0,1,0,2,2,1,2,2,0,0,0,0,0
0,12553,28,0,63,17,3,1,0,13,0,0,2,1,0,4481,926,28,40,1122,69,40,10,0,1,1,1,47,63,56,56,52,43,20,9,11,5,13,0
0,336,0,0,6,1,1,0,0,2,0,0,0,0,0,1160,118,0,3,10136,14,3,6,1,0,0,0,5,6,8,8,10,6,2,0,1,1,2,0
0,8001,9,0,49,0,1,0,0,2,0,0,2,0,0,1162,112,9,0,238,7,2,0,0,0,1,2,2,25,4,4,12,2,3,0,0,0,2,0
525,381452.0,163,0,468,158,9,1,0,55,0,0,22,22,3,34504,4097,162,81,31484,665,1296,337,13,3,5,19,79,275,141,141,678,85,394,32,87,293,55,0
40,1034150.0,555,9,3676,396,46,10,0,585,0,0,103,30,30,218985,16416,555,129,154032,1332,1354,518,53,3,47,103,74,1889,651,828,1864,65,566,22,479,621,585,0
0,16489,11,0,79,1,2,0,0,11,0,0,4,0,0,2089,168,11,3,5546,15,4,0,1,0,1,3,4,43,13,13,37,2,2,1,9,6,11,0
300,301646.0,36,0,102,13,4,0,0,14,0,0,3,1,0,7219,1573,36,44,13263,104,65,17,1,0,2,5,46,94,62,62,89,48,31,8,21,20,14,0
9480,221065.0,35,0,145,1,5,3,0,11,0,0,6,18,3,15802,2427,35,80,4350,217,599,320,5,3,1,2,81,92,104,104,221,91,118,26,22,81,11,0
10,175569,3,0,28,5,2,0,0,9,0,0,0,0,0,3103,492,3,23,5618,32,25,13,0,0,1,1,25,28,31,31,31,22,14,2,5,2,9,0
25200,98258.0,8,0,44,25,4,0,0,5,0,0,0,4,0,7370,818,8,47,1852,125,149,39,3,1,0,2,53,37,60,60,75,55,49,16,6,21,5,0
25,102039.0,85,0,190,41,3,2,0,28,0,0,21,3,6,6735,1247,83,5,2572,44,155,48,1,0,2,2,3,190,31,31,73,3,29,1,51,17,28,0
600,20621,4,0,14,1,1,0,0,1,0,0,1,0,0,875,85,4,2,5132,7,1,0,0,0,0,0,3,14,4,4,8,3,4,1,3,1,1,0
4538145,3602911,159,0,518,956,40,33,350,115,0,0,20,45,96,189660,24762,159,967,34175,2944,1717,1272,130,62,20,124,993,518,1099,1158,2365,980,1535,261,171,919,115,0
0,190730.0,42,0,150,23,5,0,0,18,0,0,14,26,0,12817,1605,42,50,3821,105,678,472,2,0,0,1,49,139,69,69,187,51,47,13,42,48,18,0
255,279066.0,30,0,114,7,4,0,0,11,0,0,7,5,0,7063,911,30,28,3691,86,114,89,0,1,4,0,35,86,49,49,64,38,32,6,17,10,11,0
0,43874,15,0,17,11,2,2,0,4,0,0,4,1,6,2724,347,15,14,664,40,32,5,0,1,0,0,18,17,23,23,35,19,20,4,0,9,4,0
2100,30387.0,9,0,22,2,3,0,0,2,0,0,4,4,0,3618,440,9,20,20994,39,72,21,0,1,0,1,21,17,75,75,45,20,17,5,4,11,2,0
5,10373,3,0,3,5,2,0,0,2,0,0,0,2,0,2882,308,3,10,15520,16,63,13,0,0,0,2,10,3,11,11,22,9,3,4,2,7,2,0
55,136122.0,8,0,25,4,4,4,0,4,0,0,2,17,8,10848,545,8,30,7684,87,565,178,0,0,0,3,33,14,39,40,103,35,38,17,3,39,4,0
0,50103,10,0,20,3,1,0,0,2,0,0,3,0,0,950,143,10,2,224,6,0,6,0,0,0,0,3,20,4,4,12,2,3,0,8,3,2,0
25,44080,27,0,87,22,3,0,0,7,0,0,8,3,0,3607,413,27,8,1326,31,56,9,0,0,0,1,7,47,14,14,63,7,14,2,4,9,7,0
35,201510.0,15,0,33,63,6,0,0,16,0,0,2,6,0,17050,1410,15,62,15090,158,213,124,3,3,2,1,60,17,79,80,81,63,63,21,4,17,16,0
0,111911.0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,4,0,0,6,1,0,1,0,0,0,0,0,0,1,1,5,1,1,0,0,2,0,0
0,3770,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801525,8734445.0,671,2,1738,1792,93,83,0,234,0,0,109,128,247,453947,45549,662,2277,415880,7095,4854,3141,180,77,41,103,2418,1030,2773,3226,2774,2495,3954,839,384,1215,232,0
1650,229982.0,80,0,363,124,19,22,0,44,0,0,11,19,66,82231,10689,80,464,10728,1526,662,554,43,15,6,35,480,199,542,546,774,498,858,176,57,301,44,0
0,10786,9,0,29,0,1,0,0,2,0,0,1,0,0,1150,166,9,8,260,16,7,3,0,1,3,0,10,30,13,13,26,11,1,2,2,6,2,0
0,11309,3,0,3,2,1,0,0,1,0,0,1,1,0,1175,155,3,6,158,16,12,8,0,0,0,0,8,3,8,8,10,7,8,3,0,3,1,0
0,72705,52,0,108,219,7,7,0,30,0,0,12,2,21,24990,2441,52,59,55822,412,142,331,6,1,0,12,65,108,93,93,257,63,227,38,36,97,30,0
0,15809,12,0,41,4,2,1,0,5,0,0,4,0,0,1833,267,12,6,434,12,13,0,0,0,0,0,7,41,12,12,29,7,8,1,5,6,5,0
412895,6423163.0,511,0,2053,376,41,19,0,213,0,0,92,38,38,192559,20054,509,865,259358,3547,2157,1630,92,30,30,175,827,1197,1152,1184,4545,913,2259,399,373,1882,212,0
4315,275091.0,5,0,64,33,9,2,0,26,0,0,0,6,2,33109,2732,5,104,33463,232,341,192,2,2,0,5,110,36,139,141,197,111,129,49,9,70,25,0
95,99145,30,0,69,120,10,4,0,38,0,0,5,16,0,38892,2776,30,169,7949,326,455,622,15,5,3,6,201,59,238,238,167,197,139,64,22,92,38,0
4255,464781.0,18,0,59,83,8,9,0,9,0,0,2,17,21,27656,2953,18,128,63599,248,405,97,1,4,0,5,133,32,148,148,188,139,130,40,12,84,9,0
0,0,3,0,5,1,1,0,0,0,0,0,0,0,0,945,82,3,6,130,9,2,0,1,0,0,1,6,5,6,7,7,6,1,1,1,1,0,0
